,Entropy_temp_val,Entropy_full_val,MI_temp_val,MI_full_val,RMSE_temp_val,RMSE_full_val,Entropy_temp_val_std,Entropy_full_val_std,MI_temp_val_std,MI_full_val_std,RMSE_temp_val_std,RMSE_full_val_std,Entropy_target,Entropy_target_std
1,16.562241797960336,16.558578493384275,0.7019017957653496,0.6921582933182209,16.37750114440918,16.78507453918457,0.0001493545474741929,0.0009277575761925859,0.0010775134874191701,0.0013658782249369435,0.4362863814727425,0.36842443777326783,,
2,16.564892994109965,16.56410492321736,0.7545643094841357,0.728174311992651,13.424001808166503,14.073745918273925,4.8930597874759806e-05,7.074354324028408e-05,0.0010936816393593274,0.0007341984609866146,0.34851420506375785,0.3862170881620034,,
4,16.559154989225174,16.55890897168895,0.8506825943351788,0.8419644657632338,11.116348190307617,11.228375549316405,9.397400451501936e-05,8.813496043765414e-05,0.0010050115791036724,0.0012661712192936585,0.41437595675151395,0.3559781789759926,,
8,16.544983812766112,16.54522256636337,0.8873356697055569,0.8902270704510559,9.980217094421386,10.10151035308838,7.396061317851391e-05,7.069265115312824e-05,0.0013835988930705264,0.0009379222746318157,0.32702723406052137,0.3685620676966092,,
16,16.547708476109,16.550003361207857,0.9169727094577492,0.9029578698741432,9.9279354095459,9.842945747375488,7.843513442067976e-05,8.988629670125246e-05,0.0013444269029783554,0.0011907562179501914,0.6182738437293887,0.5552341481063309,,
32,,,,,,,,,,,,,,
100,16.519782049611983,,0.9160945216917153,,12.437499084472655,,0.0005064384951923451,,0.0013676550247793918,,0.7450569013049823,,3.1694556929466335,0.004423673299168658
